Language,Complexity_Score,Nesting_Depth,Memory_MB,Joules
C++,35,1,327.6355897172275,108.17813236667314
C++,48,4,409.1887923078947,144.13943493887126
C++,61,5,192.99439311502556,122.81274379727728
C++,32,4,212.45453343178258,100.9277593090117
C++,58,5,44.35298842421591,85.04601249132233
C++,59,4,454.55198273463884,168.32812171782402
C++,4,5,117.84345166697942,82.56584824048666
C++,3,3,138.54805372266338,59.57032825215548
C++,45,2,444.2290683433791,157.43396715308268
C++,99,2,164.26465638230792,130.71065475148924
C++,69,5,219.94437288590976,145.53859029950132
C++,45,5,13.948960637638697,80.72146284260742
C++,56,2,126.20078832907849,83.68271717447925
C++,6,2,423.6640393902101,110.51593550388449
C++,40,2,261.90676685011726,105.72824460911725
C++,63,3,415.9591856086681,138.85798682384575
C++,43,1,351.3806046040068,104.40072174261968
C++,83,5,430.0239119591985,182.69836848002808
C++,70,3,473.91055989919795,192.11461576484027
C++,11,5,495.2628288588877,153.94944447689733
C++,3,1,305.7291151855493,83.93099790263285
C++,73,2,315.14916758752213,144.47442442561052
C++,47,5,160.53604434042273,93.27558957145148
C++,28,2,93.75883718621566,61.7408976816038
C++,25,2,450.0026769554164,129.9096032315069
C++,41,1,334.2421544955387,102.52896169037794
C++,48,2,47.63564612394783,62.64012924577191
C++,86,5,159.25515432935333,131.29160627714793
C++,81,2,463.96726099853055,164.5397653129312
C++,75,1,14.746572543074192,61.22659863919662
C++,99,5,368.26709878290944,175.27695193773846
C++,42,4,188.41525975514472,98.48197347253193
C++,4,2,40.32399382343287,34.34065672793678
C++,72,4,218.7994065965931,142.68458012437992
C++,43,1,118.6731693142361,58.02138370845039
C++,8,5,54.05895998125412,58.23497522921885
C++,36,4,34.77400210017409,60.481563690196275
C++,23,2,334.7701743627636,111.82116669893216
C++,52,4,381.9525969522628,151.5244137173514
C++,47,4,89.07000561030773,96.93351788397976
C++,21,5,382.4788555971779,139.7725842131375
C++,70,4,209.78072762596037,125.99819876134256
C++,96,2,37.77341176125935,88.91358075318207
C++,87,2,104.78331804867646,95.1981146080872
C++,62,5,178.9606277956232,113.55179885435021
C++,73,3,211.5389463124533,111.6207701793145
C++,70,4,339.4680832129348,161.14830435153084
C++,4,2,204.52615948166232,69.23236494541713
C++,20,3,186.6325075193614,73.76766022241335
C++,34,5,496.365079789004,185.58106219899418
C++,95,4,488.86716695755916,212.95041343408442
C++,57,5,434.389757235139,190.22532041969612
C++,83,5,386.3226633034727,161.61806335471314
C++,66,4,336.0289521252631,130.15331261180026
C++,96,5,220.51520330945363,148.80315612025743
C++,85,4,305.5641611511871,153.75878986787006
C++,50,4,29.668040951829592,70.38141790251801
C++,71,2,305.21021704469297,124.58753095683963
C++,4,4,39.8935000726435,45.535577311018095
C++,75,5,76.18927165062274,108.84849092320455
C++,67,2,445.8925429819412,147.36592115823626
C++,96,5,237.39267780820728,155.79303121095495
C++,42,1,316.4117832776824,99.12086559064353
C++,37,5,306.93851396280246,142.4632660564704
C++,84,2,32.04844240535794,75.59861146616353
C++,90,1,465.14117942432716,183.6421581511974
C++,40,1,238.01509763034818,80.30391766478438
C++,36,3,320.37175271864226,136.0109068965291
C++,57,2,34.704219065082505,63.93218580021041
C++,24,5,44.00310209304986,74.96308518370344
C++,78,5,304.44688277295216,169.37695895272145
C++,76,4,495.8122482429681,190.01541839087707
C++,22,5,451.1294144890145,163.98121728187553
C++,36,4,473.5030755757224,174.0384417943878
C++,67,5,143.25773410511735,125.65337771750524
C++,78,4,168.52990211789086,114.01669249044845
C++,87,5,177.9381534596745,133.35930630466396
C++,87,3,156.40360681658328,120.57898434163567
C++,43,1,16.68067171385252,42.6582820446565
C++,54,5,479.2395066735681,159.60562750387456
C++,35,5,262.08605059254813,125.57603896270344
C++,22,2,307.4962876329527,93.10971677897237
C++,91,1,201.05087568262948,103.57129368554288
C++,96,3,416.56420449759594,179.5500066972895
C++,54,3,270.6171655874581,131.91754514225798
C++,58,5,159.81453914917265,120.58728067248231
C++,81,2,339.5285587100881,133.10795575663704
C++,51,1,319.8741656680992,120.6496872806766
C++,35,5,293.46132903237174,141.61975615767142
C++,73,4,218.70947714880035,141.18531577023168
C++,19,3,313.39464032925997,103.78371770382094
C++,53,5,426.48007194657066,151.160701661783
C++,83,4,280.0149671145169,132.13430929077543
C++,23,3,146.1441299712171,74.75640881206353
C++,9,4,329.4314241256057,107.15402745170618
C++,11,2,154.87586924309338,58.52922633236708
C++,11,2,254.0836723385408,74.01509517722701
C++,42,4,449.9882937874311,170.3202965490789
C++,72,3,76.48727571821686,97.48234285607307
C++,12,3,471.37265783962755,143.90600909610416
C++,37,5,164.72884411225306,97.45751388876151
C++,4,3,466.01481341246034,141.5179660147503
C++,7,2,212.0170666375161,69.45982993675447
C++,57,2,409.7270082712025,134.24629331446255
C++,29,3,47.59418515791376,52.55788540123252
C++,30,4,206.34504174888866,100.35836221506972
C++,79,1,213.26457120546246,119.0881314220517
C++,64,4,204.5045067378035,112.83482925044274
C++,64,1,470.8469369109073,157.23049437386712
C++,41,2,243.9339328453733,98.64654054951373
C++,7,5,64.49228619572717,61.76208277460143
C++,53,4,89.70379940168772,94.97550415245168
C++,17,4,112.32715839234909,71.88693028976141
C++,94,2,437.2374000274477,166.1649868019759
C++,35,5,134.58800340798365,99.02465337453476
C++,43,3,300.45776102639053,104.62042273527021
C++,18,4,155.19964293090203,80.98160932576357
C++,59,4,311.0560036413487,141.375302203079
C++,39,2,240.2585322964617,86.04301912422883
C++,22,3,397.79077774841807,127.54921975846668
C++,12,4,393.9000844241412,130.76765136200268
C++,1,2,493.99727415860235,124.49600120556407
C++,90,5,203.1266629234878,161.44572150326243
C++,19,5,217.10145655658957,107.61123977037386
C++,30,1,448.58199153711047,129.2016535520193
C++,94,3,177.50516989406512,123.01872790891544
C++,21,4,409.04952184169304,131.68469066798906
C++,15,2,325.5387239293306,95.44515829401443
C++,44,2,303.73595843277116,110.79916883174903
C++,37,2,226.86289950707953,96.58968289795922
C++,59,2,226.16377059300987,101.04897590182176
C++,98,5,43.37342211452604,112.23780416290242
C++,66,4,468.3352990404875,149.92704729392779
C++,85,3,479.3934713638074,166.9171833359679
C++,14,4,213.41122037201333,91.24132415468357
C++,58,5,411.60868100224195,168.15150505125874
C++,69,5,384.20921198165706,154.76957122829015
C++,39,2,49.2518060387051,54.88188480249058
C++,29,3,90.04971161522589,63.21616830907093
C++,79,3,35.063600753994834,83.386389007927
C++,38,5,476.68349993835534,168.8781722127822
C++,84,4,13.593733909728336,98.175108688184
C++,67,5,281.11241341527005,152.04195975572048
C++,9,4,136.47092528862953,71.45910994499458
C++,71,2,100.78565666343461,99.38654199729359
C++,1,2,473.52573602434364,125.99060237302417
C++,72,1,47.8218898109693,66.42182698837257
C++,26,1,91.37667764342171,45.637514690260474
C++,23,3,348.4558944054989,125.42270688329785
C++,63,1,37.15378533669977,53.66213171268984
C++,56,3,385.32607167903774,165.54619218713776
C++,92,1,20.887056192534402,69.00782062353285
C++,98,3,484.22334144775766,203.54042680996423
C++,94,5,126.0927570093945,134.81136866499358
C++,25,4,97.72550234637606,76.807178316519
C++,45,2,172.67337100202437,91.18638428760335
C++,76,5,147.49439848657883,137.51624068783417
C++,35,5,346.7748256654336,136.7238071027207
C++,14,5,120.08212484446564,71.6058809029901
C++,86,3,173.75442994482387,106.83921116171125
C++,55,4,215.80539210487478,128.9111845781955
C++,52,5,98.80052491435768,102.65462687742466
C++,37,2,446.1676461889879,133.44270216386172
C++,38,5,313.1190416560301,157.74243726463556
C++,54,4,340.9734622148485,135.10914604101995
C++,55,5,222.6855662796688,126.8304647264384
C++,85,1,210.45172283108934,100.04541479307534
C++,87,3,353.3555054292893,149.45648742567306
C++,96,5,300.9525096522916,159.04229008557795
C++,57,3,289.44059997838133,129.48466755759688
C++,82,3,415.47438340147994,168.66789100697667
C++,48,4,352.6763384637951,127.04309096299069
C++,91,1,374.9209966363129,136.39747763912558
C++,40,5,249.20706090229888,121.94971424138228
C++,87,4,138.05317876383805,138.84974488336343
C++,41,2,151.21041772016946,69.70086007688714
C++,41,3,149.9567343954991,90.32692955331065
C++,99,1,54.796775990397705,86.91855160402362
C++,18,1,187.20707647211182,59.75971544919066
C++,1,4,145.01291789901708,65.35802527073861
C++,49,4,69.63070029606942,73.41021063546381
C++,93,3,406.11349232897123,186.18615991065127
C++,25,3,135.3144137586672,67.9210568397497
C++,80,4,397.43863993108226,168.7069425901739
C++,18,2,223.63763847958705,86.95319036696152
C++,70,1,49.9717135495693,73.75706120614663
C++,39,2,388.6087841828016,133.12903066714853
C++,88,4,186.58399125795364,149.9888388165584
C++,95,4,328.19562191594497,182.2733249386775
C++,4,1,19.867545985152013,16.60510391489346
C++,99,1,444.2239340874366,197.75281691503432
C++,18,2,409.8787307482421,106.15074237215408
C++,4,2,370.59979724047446,97.88778022013203
C++,67,1,77.43856985519706,68.40057494100327
C++,11,3,452.57957739890657,115.26073145458138
C++,73,4,260.9852067617553,130.13745653258312
C++,56,4,112.74823594079842,97.5454120992896
C++,23,5,158.65891637827525,95.18666843581009
C++,51,5,385.2707355035236,150.70784939804858
C++,2,1,367.36180223383104,87.88653317896124
C++,92,2,365.7945170788721,146.7535946366687
C++,75,4,375.1552239185089,162.16244200260695
C++,83,3,13.339201971062778,89.52944375516616
C++,88,1,191.4137709854426,108.7715930232384
C++,89,4,449.5276917885614,187.28402408049902
C++,100,3,396.1053654595565,183.1841946824515
C++,16,3,131.78451225443874,70.60212073499379
C++,42,1,158.20849555612014,67.98021050855498
C++,77,3,394.69099204748096,168.05873761601813
C++,18,5,170.7984354532678,92.19709639482997
C++,55,1,337.9849222779667,112.07092623246201
C++,98,4,403.17405497127993,177.39745018080157
C++,38,5,77.27701603062941,85.98889814692612
C++,56,3,407.8536549725629,155.68229413703028
C++,20,3,403.5900032857551,127.67830548124199
C++,72,4,316.24007670425726,153.62315775596778
C++,3,5,36.28104784520711,54.034970824047896
C++,71,4,105.3221662525572,118.96456818987468
C++,75,2,278.9657195036351,133.15004806902783
C++,59,1,235.8401857212251,92.99432700806068
C++,5,3,357.60052269394924,116.71218511839868
C++,31,1,159.07851327532592,68.54471700624214
C++,23,2,209.81123685901971,78.89884505482212
C++,36,3,318.5178890199104,121.12737616119853
C++,77,1,74.82109434900873,76.30120662020705
C++,94,4,276.6860951374729,161.64376788384843
C++,1,2,190.87673496651018,54.15324076639257
C++,98,2,225.92579287790383,119.94514214741628
C++,93,5,213.7720563098943,150.94198314892378
C++,2,1,231.12064089582606,57.54721863807815
C++,89,5,239.31042661424124,168.93761628164756
C++,16,2,327.8860858085589,96.95558307397025
C++,43,1,145.666285051086,74.72179421385073
C++,81,1,223.27851703171137,116.85642223810126
C++,20,3,36.819026393243085,46.903785020317805
C++,57,2,10.111248726945213,52.34945085196797
C++,100,2,92.22915186655403,106.26154888882724
C++,97,1,68.3789292780636,88.8226248700313
C++,4,5,180.92763465472876,95.39414383087134
C++,28,2,64.1957634478488,45.15108956324417
C++,100,4,497.22184831600026,227.76407948879574
C++,77,1,227.6498693703996,105.57265730242925
C++,39,5,259.3580943342413,129.22243165974942
C++,18,2,285.59039331778126,91.42472278787183
C++,70,2,273.8135398506093,125.83388397880394
C++,78,1,13.421308321370578,60.88260244791805
C++,76,2,125.02966664523593,91.66645198868422
C++,88,3,10.292990029049701,93.5971349253995
C++,65,1,77.14024591779713,62.13517315712295
C++,86,1,152.7669256904948,99.86196758298178
C++,99,5,439.1934132499483,204.9771268990674
C++,41,2,62.33234496115818,62.27637397946215
C++,31,2,155.84863600845742,66.85971491612823
C++,89,3,321.1042629850498,142.37170032108943
C++,19,1,44.56246242054871,31.560495543646688
C++,37,1,478.16961380465307,149.1761271137489
C++,91,5,431.22621922277716,201.77332942627908
C++,40,2,260.7724237190455,99.02994248696471
C++,65,4,468.0498035714638,177.92814826951303
C++,71,4,151.59457721131866,117.32075384123748
C++,46,5,202.72712848874247,108.996393577303
C++,19,2,92.10760425920817,50.99821963423478
C++,81,5,416.61241971146967,175.1167949739846
C++,1,5,206.73382917678938,101.44751055030632
C++,83,2,118.04930569695753,93.60536913206266
C++,27,2,370.00719942986257,109.06338512611153
C++,36,5,427.93392808874484,165.14310116719903
C++,2,2,63.25444429359912,31.475568935507518
C++,87,5,177.8696305774546,129.2441956705894
C++,34,1,469.6514283883843,137.41996008979737
C++,23,3,414.71105036483993,136.10231039061875
C++,1,5,163.71453113100654,82.26070443231787
C++,96,2,82.7683230054036,107.83551396162505
C++,60,1,218.73878453952977,98.39556401440889
C++,63,2,286.5537363661049,122.6509077485213
C++,32,3,359.2061533034068,131.7953958864171
C++,64,3,402.45997355530085,152.58629492082898
C++,87,4,22.420816089329854,103.77305377099347
C++,63,2,164.88964265801556,96.14780624633595
C++,43,5,199.53554860542118,111.76894495780996
C++,45,1,53.982155274476995,46.61886276910443
C++,9,4,463.7691843109501,141.6618586802474
C++,50,2,373.3673931487465,140.89384514234303
C++,24,2,271.9340173865912,93.36716093279321
C++,18,2,91.45238740531278,48.77818187670838
C++,73,1,66.30410824733605,74.48324750593684
C++,4,2,255.98401689219926,84.81747629264756
C++,9,5,135.9607191727123,90.19969899016668
C++,15,4,121.2194843410453,73.60573816917899
C++,89,2,177.64497405482854,116.52574882360477
C++,92,1,227.97769208549502,100.67509681142256
C++,42,3,288.78818680810684,115.76933800244872
C++,33,4,407.78529199193434,137.6939796235546
C++,55,2,187.99512232114702,82.23116045938056
C++,52,4,471.0862380614742,188.85909922693662
C++,16,5,374.9642870096574,143.34418329017257
C++,1,1,19.811382568771933,13.784366695864016
C++,72,5,237.45993498654207,137.5987731452672
C++,6,4,101.34570437844755,63.136908926810676
C++,90,1,376.81826720509787,166.79210751832957
C++,45,4,115.85540579260538,90.16948915905562
C++,30,1,449.9980559306594,130.83574307856588
C++,44,1,356.56666683377694,112.2682504703084
C++,26,5,110.93021757971123,76.40564975531008
C++,100,2,20.822064197578072,79.93051948682763
C++,81,4,371.7024525630534,155.7158321562545
C++,20,3,469.97017133327716,160.6389228784226
C++,100,3,177.4041452183949,130.65246089316483
C++,6,5,449.7246859775773,142.5268031544017
C++,94,5,202.88140493594662,142.70377406814575
C++,71,3,176.60214916934714,116.22131088114854
C++,11,3,91.09488958519125,55.553136763869595
C++,23,5,272.3204063502118,109.27554905006053
C++,17,2,30.33368949985412,37.0755654139548
C++,21,1,284.2748840535007,86.68487186985602
C++,35,2,465.7809494026495,150.4407679430995
C++,34,1,412.6043691916881,121.65237931479454
C++,95,3,246.31426003995634,141.13974983824338
C++,4,2,91.46511187135332,44.51939876985181
C++,4,2,366.53925747284745,89.35872528459225
C++,2,4,383.48390857394674,109.43317666383236
C++,51,3,315.45598732035444,132.22047877575838
C++,12,1,209.86590816856724,59.25046390272809
C++,100,2,408.4423510323126,167.19282092502132
C++,8,4,51.63348204583855,59.492451853795465
C++,54,2,145.60952465614122,80.47772831455256
C++,21,4,180.03114435197796,75.91787186031259
C++,38,5,242.6368129613891,122.73355454477156
C++,44,2,461.0625837002518,146.92975720527977
C++,38,3,51.84748477973361,62.081856618261625
C++,72,5,263.825111374288,135.20145576682157
C++,88,1,220.2832510595777,119.41729472073187
C++,56,4,62.01857323825894,83.4044350997723
C++,27,2,257.40661111256827,95.472732065834
C++,52,2,40.353794103704075,56.827987770340954
C++,98,1,35.84453655948652,82.55481039822261
C++,87,5,362.34705405029774,189.16385931017635
C++,2,2,59.27573872088773,32.28493034258673
C++,98,4,230.04847192608918,168.10224329976543
C++,88,5,443.55589404501893,224.55913516456695
C++,53,2,208.07840463244918,102.77155504619316
C++,13,1,149.7508433134029,59.532236493320994
C++,19,2,233.26827922553994,90.10847952097642
C++,54,1,56.86394105162081,56.472033307037336
C++,34,5,65.51680615515117,82.63716285495897
C++,26,5,165.52053651366376,89.21418844513444
C++,3,2,262.4995421172446,78.0926672845991
C++,2,3,374.28323523853527,105.98867144151207
C++,82,5,431.7272326765537,206.73764150495964
C++,76,4,402.9987524386056,169.30468140460744
C++,15,5,273.2968434531588,118.82141731866669
C++,41,5,164.94541005603173,101.19479003381892
C++,15,2,243.39795258138312,75.0359109007287
C++,99,4,380.6610331145668,205.13146831160014
C++,65,4,120.63688055380827,101.68120451880041
C++,93,5,239.59292734965598,159.38445175301877
C++,91,5,73.87303372120012,126.3844193814069
C++,68,5,165.77329014890896,119.54420559789494
C++,44,4,197.24512532473403,88.38271796245375
C++,54,4,416.4872573999006,163.20123503283435
C++,69,2,468.3432999372214,152.03599234790403
C++,42,4,317.96606341573994,145.56597002382975
C++,71,1,385.0049867674393,145.34035359297673
C++,5,5,199.7393391930014,96.63625875327959
C++,51,2,159.2003079334749,93.34847243476581
C++,67,1,436.0714991893401,142.32278016078965
C++,18,3,474.366226761497,134.65236273427172
C++,78,4,249.72135482746043,130.5862721184675
C++,45,2,373.76126917399307,126.25050677534044
C++,39,2,67.93681231134886,50.68609117117854
C++,91,3,292.83587577438556,161.93391114357152
C++,4,1,148.3337787632529,41.84047977588366
C++,68,2,467.6492073308144,167.22774322993521
C++,31,3,262.09990513289904,101.44591698643423
C++,55,1,361.45831917422066,134.93051853863284
C++,15,3,233.87515515126077,89.67341262263696
C++,64,4,242.977167022869,137.99542049115715
C++,49,4,279.3614550300224,138.40756747591126
C++,56,4,440.0972083826862,174.21384230939174
C++,53,4,36.75904857459983,76.2825483076387
C++,28,5,206.83147745229047,117.5778005983788
C++,19,5,104.41143427848316,80.14939996690832
C++,62,4,155.95110521120353,109.42231688044284
C++,7,1,91.4306498087771,36.89203203989399
C++,68,3,470.56294271399736,157.3766328607773
C++,69,2,235.57413283606516,113.9339128319154
C++,91,4,355.75149934430357,159.99873944573727
C++,78,5,385.2755285746405,180.46950251018959
C++,49,1,33.05860593540926,50.77275841909885
C++,43,3,393.91573626807536,139.16157126677336
C++,33,5,383.3260482449672,147.9040273270478
C++,49,4,243.72186238265036,128.9150581634414
C++,10,1,448.02742022829534,121.00547762639695
C++,80,4,231.88415458932013,123.66560879751009
C++,54,1,479.8472178633009,150.8161829535986
C++,70,1,146.71406227042036,80.25924473680423
C++,97,1,297.93722344140326,133.54395303992135
C++,40,3,367.7008433296221,143.84451979708098
C++,55,4,165.06399412846392,106.01671580111099
C++,55,3,136.76836423366092,89.3452278300597
C++,87,1,13.03007309403937,69.45496634816229
C++,17,3,136.23967939412927,70.29168575421401
C++,63,4,376.86225443518595,163.64048526534697
C++,71,1,442.48157418345045,147.96950444661763
C++,40,5,37.296349696470145,76.57723889959985
C++,69,2,54.374139124451034,73.71300534798243
C++,83,4,75.33014000786183,109.38332583027423
C++,23,1,448.90591420240617,124.07100836105766
C++,32,4,127.42643462920275,84.27456607447886
C++,35,3,177.61402298220213,87.3644449824182
C++,76,4,126.76193857101488,113.74095068569663
C++,47,3,14.452647126095997,54.53734300274831
C++,62,4,261.30281089472567,142.4361651161696
C++,49,5,129.63230464838455,114.95188803413839
C++,72,2,192.3013482279816,106.36984660379875
C++,9,3,361.9022943046517,104.20603498574171
C++,72,3,479.4876787042031,168.73514765020633
C++,4,4,168.2649447566655,68.44363067524162
C++,28,4,88.71047018308984,70.83929314179677
C++,48,4,122.85642009461002,89.19082424546866
C++,55,4,412.6586843228413,166.09716662065836
C++,95,4,474.7749604818184,192.76499993683996
C++,50,2,161.64007905341444,85.50456293314532
C++,74,4,491.83697652297104,195.94503063655114
C++,68,1,360.8324998354448,124.63082943963848
C++,34,2,302.1098982794495,107.19942022333191
C++,58,3,113.3752464037757,88.8952841341778
C++,67,3,75.55129104704433,94.92358630756571
C++,74,3,45.60613791476679,82.29278617399396
C++,7,5,276.9525317852882,100.86010860183153
C++,4,2,151.96671203172517,50.67540931820139
C++,69,2,13.622031707703583,63.31904006374623
C++,77,3,78.26654636524272,85.2201640735725
C++,40,3,140.72932922257712,71.44931610332046
C++,89,5,430.57824005064043,191.10784501885112
C++,17,4,163.28875678686782,88.29890753109976
C++,99,1,353.7669801454417,150.54394607183815
C++,52,4,349.7549938742377,144.77183081446955
C++,90,3,407.69723707797823,168.77535493632632
C++,88,5,349.5309123201464,156.22695111897067
C++,39,5,120.32890186580661,104.07045918164707
C++,74,1,204.42676945314628,113.44896506494703
C++,80,5,11.01749362403979,101.09503038802238
C++,71,5,288.959442361979,135.82449245485816
C++,34,3,35.07109815828319,56.82629717533489
C++,66,1,71.0605589823804,60.38798887048098
C++,20,1,35.832685503905566,34.01028203502852
C++,39,1,232.98706140498837,73.5324330482234
C++,70,5,159.02068623933772,112.41556593410083
C++,86,4,65.84328468842817,113.8200678604516
C++,93,5,384.7403586412937,200.20055151194174
C++,5,2,323.09188076690947,87.1508527120835
C++,37,3,153.40099785702984,78.09054336203978
C++,48,4,399.55565309495046,155.44281707943495
C++,97,3,249.385808555726,165.8130197907134
C++,80,3,456.22584773810536,182.07822698344398
C++,92,5,73.25223561980627,128.1031325220151
C++,94,2,314.54417477668375,161.50614803080745
C++,26,2,450.7121358619894,129.69255869169848
C++,92,2,485.0505407090273,170.85558045591756
C++,96,2,258.42981387024025,144.05371561388557
C++,54,5,93.59455106460572,101.69991997708108
C++,39,4,237.36020981624887,116.71655574065109
C++,11,1,499.11795475615264,135.50350199248888
C++,75,3,119.27481353152916,89.81196345369904
C++,66,3,54.971027170876155,76.3605508996588
C++,82,3,327.19764584281467,155.5379988524418
C++,1,1,378.3793478099556,85.81296421905586
C++,84,3,114.20550039055799,116.1320085145616
C++,9,2,237.1748164282904,76.9758165143577
C++,61,2,144.8333551191533,93.77325743300351
C++,70,1,490.7119825046882,159.39332296191293
C++,5,2,344.43074775693805,104.10673030882195
C++,26,5,71.37310323714189,82.7130042269416
C++,16,1,15.839811659338626,23.671744474008065
C++,13,3,47.71489967392851,43.58431424947584
C++,54,3,412.41711598269427,146.76969383973926
C++,46,1,439.78902915452113,120.12535918649677
C++,8,1,279.77961092526846,73.60104193280083
C++,93,1,54.76308893454235,88.99322477681443
C++,26,2,295.393187675265,95.53603290032396
C++,37,1,421.770607018369,120.18532481915257
C++,80,4,63.65057655168646,89.76769675961987
C++,91,5,23.038099378065226,112.66309089158064
C++,51,1,316.568457341312,123.14383305181268
C++,5,2,110.88217420737736,46.898872431632284
C++,36,1,71.79396942252625,49.56182658647902
C++,27,1,47.93166047252779,35.07915287404894
C++,42,4,178.21747490591306,109.23966459719014
C++,58,5,392.9164234898075,148.77660689099451
C++,82,2,37.54481367534045,83.81116192609298
C++,84,1,19.39226488723911,70.79005488691716
C++,1,5,26.37755049339684,47.063206818406414
C++,46,3,116.68716084463742,84.21622965991358
C++,64,4,33.5586945583606,83.44609974342133
C++,74,3,488.28215185779015,181.16234004280355
C++,100,3,326.50466758128925,156.77906913929132
C++,98,3,418.01993571121585,176.13013899373416
C++,90,3,456.700127717153,182.99188112727487
C++,76,1,448.9497084644954,169.8206572742207
C++,48,2,454.4229040347394,154.64219260130554
C++,28,5,157.77756623804027,97.08510464060866
C++,56,3,158.8301726502987,97.04347142770747
C++,65,5,79.27794156600669,98.31333933852748
C++,22,3,369.48499177857974,122.69646886973081
C++,68,4,126.05624059230767,117.3200736751727
C++,82,2,71.06138096267112,79.67857714455637
C++,100,4,318.07966737939654,163.17061882539008
C++,39,5,29.113146173780883,82.27278492589949
C++,31,3,417.8716104339349,136.65465841182103
C++,78,1,90.17194002775537,86.06058176038334
C++,59,1,492.94435963687215,167.38557823221893
C++,58,3,401.29236068399354,154.26403868674458
C++,82,4,319.01129454170945,155.64959193773151
C++,7,4,162.08173566297882,77.58958472661838
C++,33,4,42.96946033154213,69.80434839484185
C++,9,1,11.814179347884256,16.94327646512379
C++,6,2,23.77953807618264,25.190724400870664
C++,93,4,317.1091407857423,169.10698462115306
C++,80,3,329.61774528103865,147.77445998797157
C++,62,2,62.650770788164984,76.46862324382033
C++,89,1,113.60131641946647,88.59185993309956
C++,68,1,483.0698309543044,158.28885236938868
C++,5,5,488.94471025996603,163.16343349970282
C++,9,2,90.22718936079377,41.61596128579577
C++,76,5,409.81833681345125,179.83398526232943
C++,57,5,53.3145139019116,86.3803249764188
C++,13,4,77.48970845502623,69.13199640524739
C++,87,1,19.08030446122331,72.5379115748671
C++,31,4,395.3877996287799,132.80425285897422
C++,96,2,159.88845849814476,109.95311981138987
C++,74,3,186.79509257522125,115.95771320384068
C++,34,5,255.0166186291079,124.45150849950987
C++,67,5,26.857572142194535,88.25444656341392
C++,57,5,178.93718578093834,128.72496870008166
C++,76,1,360.3268835403708,134.6280627171746
C++,11,2,214.5176414822319,67.9209009495081
C++,30,2,89.63042199575358,54.480145930119726
C++,73,3,427.2748860084463,164.3574917501479
C++,79,3,14.223311269972337,88.17723364257094
C++,40,2,223.2934348519407,83.43780202755168
C++,29,4,361.8533989884218,134.40824473608404
C++,83,5,368.7874110929889,187.87505710462284
C++,26,4,182.3428545593696,88.83609666155478
C++,92,5,416.67040067409727,174.55445969682484
C++,13,4,337.9414629579091,113.13672746418227
C++,23,1,249.07109568685792,80.83539918760341
C++,16,5,497.86613657043114,149.16676230101893
C++,26,1,74.02958890249856,44.23460952191671
C++,50,2,362.16264032667004,125.60749662127832
C++,27,1,251.25985386361197,80.17770712516713
C++,29,2,458.2726534273108,123.03066949016838
C++,22,2,271.19709214640847,95.58433931202961
C++,23,2,465.668441096302,153.94207266429666
C++,85,1,98.99939672062271,84.96858000156585
C++,52,2,428.0328042360159,143.65921612089994
C++,98,3,466.97508167678546,188.57332739099658
C++,59,1,360.3002346578714,117.51863259220916
C++,82,1,95.64464406284931,76.40149814231142
C++,94,4,390.6424699477377,191.7608178114468
C++,91,4,311.10473552504436,149.8411820619653
C++,48,3,271.321097604783,110.81038024800351
C++,11,2,113.91980636391509,47.087629332283434
C++,60,2,463.2816326590569,147.18315447284635
C++,80,2,60.78199597558984,77.7271333813357
C++,24,2,343.32283728188327,116.05217247772048
C++,26,5,88.23651118990387,84.11950306580694
C++,65,5,315.04802532651803,169.84241892285917
C++,90,2,190.6753261807145,124.11658228622933
C++,21,3,474.1049386431138,149.06302070423243
C++,70,4,247.09985963648694,140.2244988055972
C++,46,5,151.68366388253398,112.268690089206
C++,11,5,34.431471735590485,60.22545231354813
C++,33,5,491.60145774915605,158.70785530060277
C++,60,3,80.10035683446716,84.12266089334167
C++,99,2,336.31411137942746,152.9975265667412
C++,21,2,16.50778969470424,30.38425186262924
C++,61,4,345.37332692396063,173.16756844624675
C++,2,1,384.92293643201936,85.6846386187884
C++,97,1,94.46931743153145,93.09916752639873
C++,13,3,310.42695714392835,96.95032580848304
C++,22,5,25.35790774084469,65.15203850154631
C++,54,3,314.92845974627284,136.39453088508705
C++,88,2,337.9402399633923,153.2678604243711
C++,16,2,137.73082729289087,57.78871637044082
C++,44,1,59.92695944606088,51.27063064657983
C++,87,2,315.33754833643445,155.43146420583096
C++,36,1,323.2088964010803,98.33701188265877
C++,86,1,383.943528295325,143.80843710622483
C++,4,2,31.809429245323955,29.887700025286847
C++,55,3,88.82154380769796,88.42926591273776
C++,14,1,48.67562896882204,30.357517984850197
C++,21,1,242.52673157769254,68.00303704357457
C++,93,4,296.35400157883413,146.16124013109174
C++,53,5,404.6784786898875,162.196011824256
C++,18,1,173.31693133655725,57.659490505789535
C++,61,1,459.7085997222754,150.6890049387072
C++,34,4,283.146073910164,126.30176400830369
C++,74,2,388.85216895600985,153.15113586471892
C++,61,5,229.20176901275656,131.8374001032896
C++,80,3,276.6132257303396,119.51976143015006
C++,21,2,171.09246250168047,72.37669159105054
C++,17,1,253.78304916847244,80.04287450391838
C++,9,4,335.3761862245456,106.98073494510813
C++,38,3,249.74683791528554,113.45685805107432
C++,70,5,373.57774165182445,160.32357190257588
C++,79,5,427.7458959889952,193.61076555021307
C++,46,2,220.153350803408,94.24973418862886
